id,maxDL1Mpos_abt,maxDL2Mpos_abt,maxDL1Mneg_abt,maxDL2Mneg_abt,maxDL1V_abt,maxDL2V_abt,maxDL1rxn_abt,maxDL2rxn_abt,maxDL1fbpos_abt,maxDL2fbpos_abt,maxDL1fbneg_abt,maxDL2fbneg_abt,maxLLMpos_abt,maxLLMneg_abt,maxLLV_abt,maxLLrxn_abt,maxLLfbpos_abt,maxLLfbneg_abt,ctrtg_st1_pos_abt,ctrtg_st1_neg_abt,ctrtg_sv2_pos_abt,ctrtg_sv2_neg_abt,ctrtg_v_abt,DL1M_ctrtg_st1_pos_abt,DL2M_ctrtg_st1_pos_abt,LLM_ctrtg_st1_pos_abt,DL1fb_ctrtg_st1_neg_abt,DL2fb_ctrtg_st1_neg_abt,LLfb_ctrtg_st1_neg_abt,DL1fb_ctrtg_sv2_pos_abt,DL2fb_ctrtg_sv2_pos_abt,LLfb_ctrtg_sv2_pos_abt,DL1fb_ctrtg_sv2_neg_abt,DL2fb_ctrtg_sv2_neg_abt,LLfb_ctrtg_sv2_neg_abt,DL1V_ctrtg_v_abt,DL2V_ctrtg_v_abt,LLV_ctrtg_v_abt,loc_ctrtg_st1_pos_abt,loc_ctrtg_st1_neg_abt,loc_ctrtg_sv2_pos_abt,loc_ctrtg_sv2_neg_abt,loc_ctrtg_v_abt,maxDL1Mpos_pier,maxDL2Mpos_pier,maxDL1Mneg_pier,maxDL2Mneg_pier,maxDL1V_pier,maxDL2V_pier,maxDL1rxn_pier,maxDL2rxn_pier,maxDL1fbpos_pier,maxDL2fbpos_pier,maxDL1fbneg_pier,maxDL2fbneg_pier,maxLLMpos_pier,maxLLMneg_pier,maxLLV_pier,maxLLrxn_pier,maxLLfbpos_pier,maxLLfbneg_pier,ctrtg_st1_pos_pier,ctrtg_st1_neg_pier,ctrtg_sv2_pos_pier,ctrtg_sv2_neg_pier,ctrtg_v_pier,DL1M_ctrtg_st1_pos_pier,DL2M_ctrtg_st1_pos_pier,LLM_ctrtg_st1_pos_pier,DL1fb_ctrtg_st1_neg_pier,DL2fb_ctrtg_st1_neg_pier,LLfb_ctrtg_st1_neg_pier,DL1fb_ctrtg_sv2_pos_pier,DL2fb_ctrtg_sv2_pos_pier,LLfb_ctrtg_sv2_pos_pier,DL1fb_ctrtg_sv2_neg_pier,DL2fb_ctrtg_sv2_neg_pier,LLfb_ctrtg_sv2_neg_pier,DL1V_ctrtg_v_pier,DL2V_ctrtg_v_pier,LLV_ctrtg_v_pier,loc_ctrtg_st1_pos_pier,loc_ctrtg_st1_neg_pier,loc_ctrtg_sv2_pos_pier,loc_ctrtg_sv2_neg_pier,loc_ctrtg_v_pier
Steel_1_1_1,12873050.01,1844702.953,-8760.002634,-22991.11044,49745.286,9397.276631,50409.70148,10388.11993,10784.15401,1321.275448,-7.209861443,-18.72201875,13769017,-66217.10938,63092.69531,74024.82813,9139.428711,-55.47184372,2.64170716,,3.054502917,,1.497738004,12190661.74,1789409.73,13769017,,,,9926.993375,1281.671469,9139.428711,,,,48826.28531,2942.151471,74003.08594,"0.54545,8,1",NaN,"0.54545,8,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_2,3290127.073,682142.59,-1096.851033,-10969.08733,22968.89874,6339.151581,23630.95191,7424.268041,8329.040115,1428.614788,-3.186143196,-31.53719665,5277579.5,-34271.78125,39725.24609,55564.15234,9248.994141,-86.75952911,3.036842742,,3.25406099,,1.543994904,3290127.073,23337.61192,5277579.5,,,,8329.040115,45.13154715,9248.994141,,,,23617.17141,0,55564.14453,"0.58333,4,1",NaN,"0.58333,4,1",NaN,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_3,19472292.18,3672020.25,-39018.61794,-115518.6889,62894.68372,13779.82638,65131.24551,15925.60149,12300.04605,1976.324499,-24.98419962,-73.74836156,17736644,-354514.25,76662.69531,85033.48438,9001.05957,-219.9897003,2.873168799,,2.992111569,,1.688171864,19472292.18,747134.8385,17736644,,,,12083.44971,404.7234753,9001.05957,,,,65131.24551,0,85033.48438,"0.51852,4,1",NaN,"0.51852,4,1",NaN,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_4,65681645.05,4642464.22,-2531.748374,-4933.5709,143261.7148,13720.44441,143511.3877,14453.0326,13768.31694,877.3804435,-0.546646578,-1.012228506,46025224,-17336.23242,81145.02344,88127.14063,8127.510742,-5.822451115,3.102533391,,3.137202043,,1.808065057,65680160.36,4642464.22,46025224,,,,13475.68326,877.3804435,8127.510742,,,,82714.3353,4253.683505,88126.63281,"0.52778,7,1",NaN,"0.52778,7,1",NaN,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_5,56824429.87,5008703.247,-31134.24953,-35044.52496,117613.0686,14421.39654,118866.6784,15281.20534,18695.7241,1469.356617,-10.25797066,-11.52992977,37447064,-316333.5,95379.54688,102581.75,10107.93555,-108.889389,2.236828992,,2.085996326,,7.574825764,56788145.53,4891619.854,37406892,,,,18683.74574,1435.008952,10097.0918,,,,118866.6784,14143.08302,88433.75,"0.5,6,1",NaN,"0.5,6,1",NaN,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_6,17113189.28,3492290.65,-4071.241776,-115221.6783,52042.18141,13934.80223,53256.52877,16522.95641,11185.00316,1991.353859,-2.824662668,-75.14315115,15346454,-257218.4375,69615.5625,72072.17969,8285.341797,-175.530899,3.403377156,,3.287052867,,1.623237252,16109635.35,1885719.571,15346454,,,,10993.62037,1101.716178,8285.341797,,,,49712.59349,6881.714154,71058.75,"0.53571,9,1",NaN,"0.53571,9,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_7,5422218.429,943948.5471,-26411.82731,-41461.4753,32614.12134,7083.73176,33708.54995,8290.021888,10494.11823,1417.782125,-51.4293186,-80.24415867,6782438.5,-311191.8125,65252.61328,79525.73438,9056.3125,-614.0228271,3.141729511,,3.142840714,,1.246325016,4930114.93,727577.1625,6408495.5,,,,9868.830163,629.8579006,9056.3125,,,,33708.22677,0,79525.73438,"0.4,6,1",NaN,"0.53333,3,1",NaN,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_8,43775647.64,4520965.317,-51033.54992,-42505.3161,103152.4592,13840.70478,104432.4346,14796.33605,16135.48192,1516.92154,-18.84561661,-15.66728823,28747808,-1023512.75,95910.82813,102556.2422,9241.648438,-397.7107239,2.512078106,,2.543160465,,1.607221007,43372691.32,4496339.928,27882846,,,,15857.08223,1089.024351,9241.648438,,,,104404.5565,13868.93397,79124.1875,"0.48571,6,1",NaN,"0.54286,2,1",NaN,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_9,48921356.66,6260381.604,-65347.95136,-166017.0948,110943.7765,18004.21483,113925.388,21278.81869,13690.77075,2117.879312,-24.14539694,-60.94228597,31273408,-361683.2188,94811.9375,99210.42969,6927.171387,-95.63344574,3.723369774,,3.826767117,,2.894250631,48092063.52,1345252.367,31273408,,,,12716.20111,322.5257136,6927.171387,,,,85481.62272,21278.81869,46186.28125,"0.51351,5,1",NaN,"0.51351,5,1",NaN,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_10,4213466.257,917875.382,-26934.68501,-57102.59174,26856.9151,7295.649035,27515.48287,8454.437755,10031.27049,1789.233224,-72.00336765,-151.9404055,6028098,-233383.9688,59855.95313,65589.26563,9477.454102,-538.2669067,2.862281061,,3.044913596,,1.411626697,4190364.184,182478.5112,6028098,,,,9664.518297,320.0441948,9477.454102,,,,27515.48287,0,65589.26563,"0.57143,3,1",NaN,"0.57143,3,1",NaN,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_11,42922004.68,4707499.298,-2000.738106,-19982.24163,87833.67651,12655.61638,88238.99765,13327.16104,15430.4633,1513.688392,-0.771062805,-7.179350931,36214140,-82381.29688,67708.94531,77185.29688,10762.14648,-59.18160248,2.343361456,,2.184683611,,1.570726633,42920750.68,4707499.298,36214140,,,,15420.86105,1513.688392,10762.14648,,,,88236.51871,13320.47113,61633.92188,"0.525,6,1",NaN,"0.525,6,1",NaN,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_12,3705813.646,655100.972,716.0646951,-571.006732,27131.50156,5903.886316,26697.42568,7076.96337,9781.614941,722.1294686,2.64949302,-0.804361148,4323535,-6514.931641,33443.29297,54286.36328,9301.014648,-24.08684731,3.330631806,,3.113227005,,1.362663507,2645684.235,30749.16146,4323535,,,,9781.607249,75.37177482,9301.014648,,,,,,,"0.63636,4,1",NaN,"0.63636,4,1",NaN,"1,2,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_13,16425902.67,2474498.817,-138182.8838,-168336.4366,67812.92098,11200.63485,71414.08082,13290.60093,14815.31153,1845.066973,-124.7333577,-151.831827,14109491,-558653,89467.99219,99050.28125,9482.035156,-512.0037231,2.878885432,,2.772275919,,1.476556182,16401336.91,2270407.827,12224652,,,,12911.47505,415.6619051,9482.035156,,,,69804.98037,0,99050.28125,"0.63636,1,1",NaN,"0.54545,3,1",NaN,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_14,13236470.81,1957357.699,-20000.31589,-53468.4398,49778.79954,9544.527664,51167.53697,10699.54454,10939.74921,1429.446407,-18.45863733,-44.19095056,14574362,-333777.4375,62157.78906,69387.875,9846.59668,-357.891449,2.436487538,,2.772519846,,1.161314249,13131076.51,1826658.843,14501883,,,,10852.64541,1333.997828,9797.628906,,,,51163.27979,9020.394702,69387.875,"0.58333,1,1",NaN,"0.58333,1,1",NaN,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_15,11090441.86,2154388.068,-73290.14451,-117011.6832,46456.73029,10968.01285,47930.72876,12286.27507,11072.60537,2020.36372,-84.23586241,-134.2973475,13827063,-324471.5625,75044.08594,81862.4375,10567.99414,-372.4044495,2.39525274,,2.524728177,,1.442176104,9571662.901,2103546.093,12472207,,,,10985.59077,1972.684621,10524.12598,,,,47128.85642,5150.555817,81581.21875,"0.5,6,1",NaN,"0.5,6,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_16,17696848.3,1902411.874,-4502.150934,-11578.32436,58008.361,9252.544379,58205.37632,10035.84936,12082.21368,1088.379193,-2.968791009,-7.52484445,18097720,-39229.42969,60885.10547,75088.61719,9649.407227,-28.67274094,2.584945882,,2.784760252,,1.557652473,17687877.95,1873511.132,18097720,,,,11495.48365,1071.844936,9649.407227,,,,56415.00871,3093.045813,75088.25,"0.52,8,1",NaN,"0.52,8,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_17,71054993.43,6984652.989,-248049.6949,-152756.5305,155609.3496,18823.22813,160485.4714,20595.24545,20624.06261,1790.000453,-72.20956658,-44.33820326,35867920,-669410.25,99224.25,104546.7578,8588.166016,-233.5075226,2.507134042,,2.353958859,,1.986133218,70258690.35,6470069.621,35713632,,,,20392.91662,1658.124974,8316.254883,,,,108606.7377,7390.210751,103612.625,"0.6,1,1",NaN,"0.6,1,1",NaN,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_18,3604587.611,699806.087,-2868.925088,-24138.72689,21646.02357,6306.432976,22213.25344,7339.485093,7762.5209,1222.446861,-6.151370981,-51.98324552,5808862.5,-183688.75,47072.86328,52158.01563,9153.935547,-395.5775146,2.883765181,,3.274286278,,1.472441792,3502415.581,568456.3494,5808862.5,,,,7542.612452,993.0003366,9153.935547,,,,22210.67805,6913.706611,52158.01563,"0.46667,8,1",NaN,"0.46667,8,1",NaN,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_19,46835009.16,4422334.307,-11197.10894,-21444.18552,98795.70792,12942.51607,99202.58874,13634.05938,17084.07051,1452.414588,-4.148385462,-7.81456763,31356014,-91630.49219,74335.8125,80019.51563,9572.9375,-38.87823105,2.2625382,,2.329132685,,1.762459159,46835009.16,4413181.312,31353424,,,,17067.35249,1449.408496,9572.146484,,,,95559.62292,6599.690728,80018.05469,"0.51282,6,1",NaN,"0.51282,6,1",NaN,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_20,4917878.847,1145466.648,-4677.261348,-82332.746,27410.87464,8079.168193,28239.55823,9630.031992,9223.102199,1722.147933,-8.893586036,-154.4098659,6127292,-202308.6094,49889.80859,59007.77344,8428.023438,-385.7281189,3.479132329,,3.526260483,,1.460370183,4568889.839,101962.1668,6127292,,,,8711.313472,153.4587339,8428.023438,,,,25610.75172,490.8163483,59007.77344,"0.5625,8,1",NaN,"0.5625,8,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_21,17967926.59,2483255.05,-13644.30994,-56728.77466,53480.1933,10832.82176,54112.85598,11670.07348,12076.82553,1493.772623,-9.279310361,-38.38521415,15954723,-210882.7656,62311.97266,65437.09375,8862.055664,-176.7617035,2.590622206,,2.959728483,,1.529002786,17814329.44,2240860.959,15954723,,,,12053.97453,1347.963333,8862.055664,,,,54112.17518,11415.34874,52203.45313,"0.57143,1,1",NaN,"0.57143,1,1",NaN,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_22,10128523.63,1879792.468,-1825.045779,-2832.016676,48593.78482,10488.3001,49382.70074,11173.67358,13365.61858,1966.446208,-2.396732019,-3.703186381,14963257,-11896.91211,67573.83594,89413.4375,14019.81445,-15.69909859,2.134338308,,1.868975888,,1.261608839,10128523.63,69541.69667,14963257,,,,13365.61858,70.87770375,14019.81445,,,,47908.4668,982.6395597,89413.4375,"0.55556,3,1",NaN,"0.55556,3,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_23,19054121.03,2297205.875,-40413.92977,-107991.6474,63790.12242,10192.1056,64883.88336,12424.10058,12519.81025,1314.617185,-27.88314818,-73.66658171,13441440,-1130351.875,65341.95703,68108.53125,7000.29541,-771.0703735,3.856480363,,3.773209128,,1.466149211,18500027.44,2115920.668,13361502,,,,12155.68334,1210.87348,6958.664063,,,,61043.59905,750.5847585,68107.625,"0.41379,12,1",NaN,"0.41379,12,1",NaN,"1,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_24,3162515.729,588270.0014,-99.52575028,-6097.886418,21481.5468,5517.257974,22168.38527,6659.101999,8086.638419,1157.144922,-0.277016183,-15.42504534,5406572.5,-16024.75391,40404.25,58093.1875,9628.834961,-40.97557068,2.985068367,,3.128667188,,1.403144956,2849449.861,573969.9915,5406572.5,,,,7207.937632,1129.01637,9628.834961,,,,21368.60656,1180.775382,58093.1875,"0.58333,9,1",NaN,"0.58333,9,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_25,19597778.22,2591623.985,-70582.03897,-118958.6013,76809.07737,11331.91607,79299.01056,12935.27064,9679.219118,1140.721999,-43.8540962,-58.75358424,17548098,-558406.0625,74697.13281,88888.82813,7435.607422,-521.0570068,3.467892732,,3.991848059,,1.490085483,19544566.56,2434439.886,17548098,,,,8422.421136,491.2192912,7435.607422,,,,54585.53859,0,88888.82813,"0.59091,1,1",NaN,"0.54545,3,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_26,16512236.65,1863957.409,-2878.820677,-21530.23279,59596.02766,9615.395837,60413.09588,10512.38792,8656.668694,1250.778548,-2.355491463,-17.34674634,14688672,-50225.49219,61635.05078,71307.51563,5777.494141,-25.71470642,4.881266941,,5.106694542,,11.72426224,16512236.65,1576412.595,14688672,,,,8454.02839,690.9044744,5777.494141,,,,60412.45733,3496.383974,71307.5,"0.56522,7,1",NaN,"0.56522,7,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_27,58261838.19,5267850.648,-48984.8317,-147365.1574,145612.6322,15036.04771,147479.1084,16760.4996,17308.60456,1401.895204,-14.60849977,-43.77961834,33455620,-815995.75,94194.45313,103610.2109,8220.195313,-341.1663818,2.943830295,,2.731914556,,0.9556669,58001615.88,5132410.793,33121972,,,,17231.36336,1365.851569,8138.216309,,,,147474.9735,16760.4996,103610.2109,"0.58974,1,1",NaN,"0.58974,1,1",NaN,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_28,9601016.781,1472463.012,-30841.09864,-42996.79672,46717.40416,8845.121431,47561.86363,9617.787839,10851.31159,1431.633253,-36.31716458,-50.59277242,11542733,-154922.3438,74642.6875,83951.125,9795.460938,-171.1765289,2.510049194,,2.778258695,,1.535561204,9188662.034,1346811.39,11078994,,,,10811.91231,1309.465811,9795.460938,,,,47561.86363,0,83951.125,"0.61111,1,1",NaN,"0.61111,1,1",NaN,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_29,2220134.605,462651.6778,104.1589393,-21345.877,16441.61732,4864.402754,17007.96151,6531.66933,7700.060857,1144.029168,0.511854872,-72.60927757,3503070,-46120.49609,31960.5332,42913.60156,7847.672363,-159.9584961,3.806377894,,3.89095974,,1.74629283,2199432.587,69833.08075,3503070,,,,7442.189267,747.2586756,7771.575195,,,,16568.2515,676.2389505,42913.59375,"0.63636,9,1",NaN,"0.63636,11,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_30,13871707.51,2375947.275,-12403.71804,-100764.7434,50937.89923,12449.49531,52004.81136,14644.90217,10620.93429,1601.192457,-9.750693603,-77.15195051,10526416,-191955.5625,50600.23047,61223.04297,6709.364258,-146.9734955,4.151214954,,4.231937758,,1.505105734,12466037.31,1384327.402,10452143,,,,9895.196178,953.5520464,6662.023926,,,,52003.89491,14644.90217,45686.16406,"0.57692,2,1",NaN,"0.57692,2,1",NaN,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_31,2154100.889,367867.0303,-691.2808855,-13997.30957,15482.91982,4348.245417,15971.7575,5800.793533,6484.941113,837.9688576,-1.92370893,-41.98106206,3732886,-34809.92578,33060.73047,38579.91797,7677.568848,-105.6715622,3.826812983,,4.039558381,,2.236839533,2154100.889,316570.4245,3732886,,,,6460.696455,721.119685,7677.568848,,,,15721.50422,582.8126877,38579.91797,"0.58333,1,1",NaN,"0.58333,1,1",NaN,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_32,6743926.598,1281777.632,-187313.2039,-225176.7804,40343.25636,7930.350531,40301.27367,10968.37263,11963.14659,1811.876964,-343.4301003,-399.4396456,6670343.5,-722183.5,65075.71094,68694.78125,8522.463867,-1322.355957,2.942305248,,3.083102079,,1.140578389,6743147.831,1090444.71,6638753,,,,11962.04426,1541.415298,8482.101563,,,,39831.98435,10968.37263,56484.40234,"0.70588,1,1",NaN,"0.70588,1,1",NaN,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_33,16365207.85,2192436.148,-43465.20504,-101894.2848,59404.73936,10433.29348,60943.60448,12695.33073,12104.58042,1429.986483,-32.30496521,-75.36685463,13940471,-327528.9688,64110.85156,67259.84375,8409.239258,-242.259201,2.936453627,,3.165128848,,1.072078943,15785257.6,2054447.461,13893426,,,,11675.56102,1339.98525,8380.860352,,,,60941.90492,12695.33073,63563.43359,"0.40741,11,1",NaN,"0.40741,11,1",NaN,"1,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_34,6589552.963,1163992.057,-2103.19493,-30930.67923,30502.02075,7867.817947,31056.81043,9278.829335,9573.429262,1400.801758,-3.129164123,-44.93698323,6957235.5,-81213.76563,48370.48438,51408.39844,7743.508301,-121.9707413,3.458485252,,3.765125226,,1.561661601,6212105.381,219111.6376,6957235.5,,,,9329.688688,268.4493392,7743.508301,,,,30960.7616,0,51408.39844,"0.55556,9,1",NaN,"0.55556,9,1",NaN,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_35,10791334.65,1571404.081,-24447.36286,-63532.13839,45928.25863,9630.482612,46969.93255,12100.02535,11614.18186,1430.830015,-26.71802059,-68.37823089,9787069,-194166.8594,57387.10156,61926.19531,8171.055176,-208.977478,2.871397682,,3.306000001,,1.340908408,10762940.99,1392891.918,9787069,,,,11583.77892,1268.287125,8061.783691,,,,46968.81676,12100.02535,51790.3125,"0.52381,1,1",NaN,"0.52381,1,1",NaN,"1,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_36,16855660.33,2198646.96,-17124.34712,-52514.21027,57843.52163,9874.2285,59263.34841,10931.43657,11972.7884,1399.047692,-12.38027423,-37.30171569,13979229,-269223.5625,62954.84375,63544.8125,8258.587891,-197.536377,2.750691605,,3.20064555,,1.257419109,16855660.33,1986704.118,13938698,,,,11972.7884,1264.183774,8234.643555,,,,59261.8521,10197.51994,62377.05469,"0.57692,1,1",NaN,"0.57692,1,1",NaN,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel_1_1_37,37200084.76,4010921.789,-2599.968146,-9278.260244,86355.41015,13314.06154,86604.93432,13949.53307,15558.67829,1421.209994,-1.073561122,-3.756646771,28918000,-24529.7793,66942.51563,83712.0625,9404.930664,-10.77881813,2.79602176,,2.5376756,,1.553932786,37200084.76,3983535.389,28918000,,,,15061.83198,1411.506033,9404.930664,,,,84969.96451,4932.378545,83711.85156,"0.54286,7,1",NaN,"0.54286,7,1",NaN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
